Brand_ID,Country,Year,Sustainability_Rating,Material_Type,Eco_Friendly_Manufacturing,Carbon_Footprint_MT,Water_Usage_Liters,Waste_Production_KG,Recycling_Programs,Product_Lines,Average_Price_USD,Market_Trend,Certifications,Z_Carbon_Footprint,Z_Water_Usage,Z_Waste_Production
BRAND-3893,France,2011,A,Hemp,1,311.16,2384713.23,12946.48,0,19,484.2,Stable,0ne,0.4261031915628716,-0.09318252181648572,"-1,292,842,411,682,860"
BRAND-3894,India,2021,B,Hemp,0,84.21,4314555.11,72679.87,1,11,371.04,Declining,0ne,"-11,633,153,694,121,300","12,573,959,885,429,200",0.7853101041451434
BRAND-3895,France,2018,C,Tencel,1,268.06,756345.17,50659.6,0,4,301.43,Declining,GOTS,0.12425723440040079,"-1,232,777,911,254,110",0.019214633928032743
BRAND-3896,Japan,2020,C,Recycled Pol1ter,1,26.23,4804645.48,17683.18,1,8,492.78,Growing,0ne,"-15,693,717,173,536,600","16,003,803,173,191,700","-11,280,504,080,526,900"
BRAND-3897,Brazil,2017,D,Hemp,0,15.18,3039456.27,46861.37,1,6,298.08,Declining,Fair Trade,"-16,467,591,379,254,800",0.36503215825429464,-0.11292756041575748
BRAND-3898,Australia,2016,A,Recycled Pol1ter,1,458.08,1141248.19,50285.73,1,20,106.39,Declining,Fair Trade,"14,550,407,327,765,600",-0.963407786804106,0.006207522141934405
BRAND-3899,Australia,2016,D,Tencel,0,26.31,1727272.72,78858.7,0,1,289.46,Stable,GOTS,"-15,688,114,464,354,900",-0.5532849964532847,"1,000,274,483,521,120"
BRAND-3900,China,2020,A,Vegan Leather,1,127.92,1382764.64,32038.76,1,14,330.27,Growing,GOTS,-0.8571973464986394,-0.7943851686047884,-0.6286130800662818
BRAND-3901,UK,2014,A,Recycled Pol1ter,0,101.35,2108396.22,23201.81,0,13,54.74,Declining,GOTS,"-1,043,277,325,194,850",-0.2865599273025593,-0.9360546947937622
BRAND-3902,USA,2017,D,Recycled Pol1ter,1,45.41,3120830.48,37068.83,0,7,478.83,Growing,Fair Trade,"-14,350,467,647,231,200",0.4219809997435642,-0.453614597219569
BRAND-3903,Italy,2014,B,Recycled Pol1ter,1,163.73,1542250.26,3125.46,1,1,268.63,Growing,OEKO-TEX,-0.6064060767541366,-0.682770920144522,"-1,634,520,280,978,360"
BRAND-3904,USA,2015,D,Organic Cotton,0,323.05,55107.72,3093.61,1,2,499.54,Growing,B Corp,0.5093734567754417,"-17,235,311,902,891,900","-16,356,283,573,428,400"
BRAND-3905,France,2018,B,Recycled Pol1ter,1,118.39,4165873.63,15229.64,0,14,254.47,Stable,0ne,-0.923939619625283,"11,533,428,980,501,200","-12,134,102,097,261,700"
BRAND-3906,Italy,2016,C,Vegan Leather,1,5.46,3346617.46,96381.62,0,11,187.04,Growing,B Corp,"-17,148,320,544,827,700",0.5799955222115658,"16,099,050,483,133,300"
BRAND-3907,Brazil,2018,D,Recycled Pol1ter,0,198.55,791842.94,15675.87,0,12,195.39,Stable,GOTS,-0.36254815962195025,"-12,079,351,892,546,900","-1,197,885,659,769,470"
BRAND-3908,Japan,2014,B,Recycled Pol1ter,1,471.41,1102586.75,63820.95,0,11,446.3,Stable,0ne,"1,548,395,874,516,140",-0.9904645682869235,0.477104142864207
BRAND-3909,France,2020,C,Recycled Pol1ter,0,439.74,4821841.03,8691.64,0,1,54.44,Declining,Fair Trade,"13,265,986,247,867,800","16,124,144,329,348,000","-14,408,702,810,277,200"
BRAND-3910,Brazil,2024,C,Hemp,0,96.62,3078933.42,35833.56,0,1,382.24,Stable,OEKO-TEX,"-10,764,033,432,314,700",0.39265980536506984,-0.4965902170232814
BRAND-3911,Australia,2014,C,Hemp,1,14.35,4999596.61,73490.01,1,9,35.33,Stable,GOTS,"-16,525,719,487,014,600","17,368,147,109,744,100",0.8134952528395821
BRAND-3912,France,2021,C,Bamboo Fabric,0,122.32,2447410.21,86840.81,1,5,46.21,Growing,B Corp,-0.8964163107703293,-0.04930473331474906,"1,277,975,815,692,560"
BRAND-3913,Australia,2011,A,Bamboo Fabric,1,73.86,1915318.22,55289.67,0,2,357.44,Declining,GOTS,"-1,235,800,419,449,980",-0.4216834316298542,0.18029693009370817
BRAND-3914,USA,2021,A,Recycled Pol1ter,0,212.79,3955871.18,96193.35,0,19,220.75,Stable,0ne,-0.2628199361882246,"10,063,750,044,458,900","16,033,550,471,472,300"
BRAND-3915,Brazil,2013,B,Hemp,1,248.54,3993108.77,54856.6,1,7,211.76,Stable,Fair Trade,-0.012448869632346994,"10,324,353,202,431,500",0.16523022267881618
BRAND-3916,France,2012,A,Organic Cotton,1,105.34,2079658.83,46947.5,1,20,458.24,Declining,Fair Trade,"-10,153,338,131,512,700",-0.3066714720773145,-0.10993105751866322
BRAND-3917,France,2011,B,Hemp,1,161.25,1104328.29,72555.93,0,19,258.11,Growing,GOTS,-0.6237744752173136,-0.9892457707660969,0.780998173702024
BRAND-3918,India,2015,C,Vegan Leather,1,361.95,1953663.69,47718.24,0,19,414.76,Growing,0ne,0.7818051907341447,-0.3948477782593141,-0.08311665321230666
BRAND-3919,China,2013,A,Bamboo Fabric,0,59.1,3365068.96,92265.81,1,10,490.95,Stable,0ne,"-13,391,704,038,518,000",0.592908600553454,"14,667,140,975,541,300"
BRAND-3920,Australia,2014,B,Tencel,1,467.56,1500647.34,1072.89,1,11,248.76,Declining,OEKO-TEX,"15,214,328,365,793,500",-0.7118862638949653,"-17,059,301,492,181,000"
BRAND-3921,France,2020,A,Organic Cotton,1,408.21,274601.94,8666.12,1,7,217.73,Growing,OEKO-TEX,"11,057,818,491,642,100","-1,569,920,586,357,180","-14,417,581,337,379,700"
BRAND-3922,France,2021,C,Organic Cotton,1,66.79,4344707.12,50470.95,0,17,98.29,Growing,OEKO-TEX,"-12,853,143,618,429,900","12,784,975,394,897,500",0.012651412384588495
BRAND-3923,Italy,2016,B,Bamboo Fabric,0,173.68,3083472.14,79157.98,1,4,467.29,Stable,Fair Trade,-0.536722381307116,0.39583617839338175,"1,010,686,574,395,870"
BRAND-3924,Brazil,2020,B,Vegan Leather,1,478.87,4634301.87,32637.37,0,13,71.2,Stable,B Corp,"16,006,411,376,352,100","14,811,672,245,641,100",-0.6077871587934425
BRAND-3925,Australia,2010,C,Bamboo Fabric,1,80.11,2384221.64,62121.8,0,2,57.45,Growing,GOTS,"-11,920,292,539,681,900",-0.09352655564474287,0.41798992136649604
BRAND-3926,Japan,2010,A,Hemp,1,177.23,1243608.0,43481.57,1,17,136.58,Declining,GOTS,-0.5118603593134555,-0.8917724050958012,-0.2305123797771819
BRAND-3927,India,2019,B,Vegan Leather,1,60.79,152347.5,81014.74,0,7,335.61,Growing,OEKO-TEX,"-13,273,346,807,055,200","-1,655,479,004,987,840","10,752,841,213,505,800"
BRAND-3928,France,2024,C,Tencel,1,456.4,4803378.95,70392.89,0,1,393.0,Growing,GOTS,"14,432,750,434,950,500","15,994,939,502,968,500",0.7057450026056471
BRAND-3929,Italy,2014,A,Bamboo Fabric,0,447.21,156758.31,36456.09,1,1,282.23,Declining,0ne,"13,789,139,217,706,200","-16,523,921,483,593,200",-0.4749321077869161
BRAND-3930,USA,2013,B,Bamboo Fabric,1,355.28,3412659.71,86660.43,1,11,34.1,Stable,GOTS,0.7350926029319711,0.6262144609495851,"12,717,003,113,087,400"
BRAND-3931,India,2017,C,Tencel,1,282.09,84156.7,20793.87,1,11,111.0,Declining,OEKO-TEX,0.222514746673938,"-1,703,201,582,696,750","-10,198,280,511,856,000"
BRAND-3932,UK,2021,D,Bamboo Fabric,1,446.75,4959053.71,22115.25,0,8,97.63,Declining,OEKO-TEX,"13,756,923,639,911,600","1,708,441,210,505,210",-0.9738566242941319
BRAND-3933,China,2014,C,Recycled Pol1ter,1,95.79,4533228.12,98643.98,1,2,426.7,Stable,Fair Trade,"-10,822,161,540,074,600","14,104,318,777,327,700","16,886,136,085,626,000"
BRAND-3934,Australia,2011,C,Tencel,1,61.73,1838253.35,5274.55,1,18,211.09,Declining,OEKO-TEX,"-13,207,514,974,170,600",-0.4756164291486155,"-15,597,524,368,924,900"
BRAND-3935,Brazil,2011,D,Hemp,1,59.21,2199179.01,45237.52,1,20,137.45,Stable,B Corp,"-13,384,000,313,393,200",-0.22302659508755382,-0.16942205977076355
BRAND-3936,USA,2012,B,Tencel,0,62.26,2815794.39,77033.52,0,2,116.7,Growing,Fair Trade,"-13,170,397,025,842,000",0.2085048635338663,0.9367756195048883
BRAND-3937,India,2022,D,Vegan Leather,1,298.41,1149934.0,88979.96,1,20,278.34,Growing,0ne,0.33681001398000615,-0.9573291186745363,"13,523,978,425,394,100"
BRAND-3938,Australia,2011,B,Tencel,1,170.03,1959471.14,98153.57,1,5,135.36,Declining,Fair Trade,-0.5622847419484854,-0.3907834985629969,"16,715,520,157,869,900"
BRAND-3939,Japan,2010,C,Tencel,1,116.17,1851270.75,70216.05,0,5,252.24,Stable,GOTS,-0.9394871376044175,-0.46650634563195326,0.6995926564739606
BRAND-3940,Italy,2019,C,Vegan Leather,0,205.19,3832341.57,15857.93,1,8,414.37,Declining,0ne,-0.31604567341408946,0.9199241721844078,"-1,191,551,707,401,600"
BRAND-3941,Japan,2022,C,Organic Cotton,1,335.09,403954.97,22828.03,0,8,436.43,Growing,Fair Trade,0.5936942299595748,"-1,479,394,297,971,380",-0.9490586754378576
BRAND-3942,Australia,2022,C,Recycled Pol1ter,1,352.06,3781964.01,25873.53,0,16,499.94,Declining,0ne,0.7125416984757496,0.8846679936106782,-0.8431043090951101
BRAND-3943,India,2019,A,Tencel,1,298.51,4432919.57,54034.96,1,2,315.76,Stable,0ne,0.3375103526277146,"13,402,320,476,641,500",0.13664498361729757
BRAND-3944,USA,2023,D,Organic Cotton,1,263.76,1052684.41,56800.04,1,14,499.12,Declining,B Corp,0.09414267254892453,"-10,253,881,693,959,600",0.23284340728730388
BRAND-3945,France,2016,C,Hemp,0,66.38,2180140.07,28023.29,1,2,324.2,Growing,Fair Trade,"-12,881,857,502,986,000",-0.2363507868208279,-0.7683131553965434
BRAND-3946,Australia,2015,C,Bamboo Fabric,0,478.46,4125796.74,47858.2,1,13,455.73,Growing,0ne,"15,977,697,491,796,000","11,252,955,295,289,100",-0.07824737949261175
BRAND-3947,USA,2022,A,Hemp,0,142.27,1277053.8,71955.37,0,8,304.14,Growing,Fair Trade,-0.756698750552434,-0.8683657316217138,0.7601044110191146
BRAND-3948,Brazil,2014,B,Hemp,1,169.59,857438.06,9969.21,1,14,423.33,Declining,OEKO-TEX,-0.5653662319984039,"-11,620,291,695,053,200","-13,964,230,244,824,900"
BRAND-3949,Australia,2011,B,Hemp,1,227.29,3624003.9,80401.7,0,9,25.77,Declining,GOTS,-0.16127083227045605,0.7741213564633856,"10,539,561,736,432,200"
BRAND-3950,Japan,2010,A,Organic Cotton,0,45.18,883051.14,39911.61,0,2,470.02,Growing,B Corp,"-1,436,657,543,612,850","-11,441,041,385,529,800",-0.3547129542867713
BRAND-3951,China,2018,A,Organic Cotton,0,158.34,3027642.28,91258.57,0,3,350.97,Declining,OEKO-TEX,-0.644154329865638,0.3567642679255796,"1,431,671,747,872,610"
BRAND-3952,Germany,2019,C,Vegan Leather,1,157.83,527586.55,39023.31,1,10,197.5,Stable,Fair Trade,-0.6477260569689527,"-13,928,721,031,324,000",-0.38561732585868486
BRAND-3953,Italy,2017,A,Recycled Pol1ter,1,302.5,1088770.78,32956.67,1,15,54.1,Declining,0ne,0.36545386467129376,"-10,001,335,221,919,800",-0.5966785627753045
BRAND-3954,USA,2020,A,Hemp,0,133.14,316777.2,40506.12,1,9,273.81,Stable,OEKO-TEX,-0.8206396690882428,"-15,404,046,967,834,600",-0.33402967392741256
BRAND-3955,India,2021,C,Bamboo Fabric,1,454.8,3186112.52,35869.4,1,4,445.39,Declining,OEKO-TEX,"14,320,696,251,317,100",0.46766791391521834,-0.4953433266966603
BRAND-3956,China,2019,C,Tencel,1,330.82,3204103.7,43318.74,0,13,129.46,Declining,GOTS,0.5637897697024113,0.4802588423927412,-0.2361773114703652
BRAND-3957,UK,2017,B,Tencel,1,250.1,3948861.65,79882.67,0,3,461.43,Growing,0ne,-0.0015235867280905015,"10,014,694,623,474,300","10,358,988,777,105,800"
BRAND-3958,France,2021,A,Tencel,0,76.41,2100054.76,56573.2,1,8,35.42,Growing,B Corp,"-1,217,941,783,933,410",-0.29239760589051866,0.22495153782048752
BRAND-3959,India,2017,B,Vegan Leather,1,425.64,3253899.56,56385.91,0,16,218.51,Growing,B Corp,"12,278,508,754,598,400",0.5151079246506439,0.21843563131175905
BRAND-3960,UK,2013,B,Recycled Pol1ter,1,38.15,496799.38,26523.2,1,19,243.95,Stable,B Corp,"-1,485,891,350,546,780","-14,144,181,637,851,900",-0.8205019865924363
BRAND-3961,Germany,2017,D,Tencel,1,48.87,3666230.95,28599.16,0,1,95.11,Declining,OEKO-TEX,"-1,410,815,047,512,400",0.8036734906962032,-0.7482783693365211
BRAND-3962,Italy,2023,A,Bamboo Fabric,1,456.7,1909324.84,18829.06,1,15,378.67,Stable,OEKO-TEX,"1,445,376,059,438,180",-0.4258778323817012,"-10,881,847,080,675,200"
BRAND-3963,Italy,2014,C,Tencel,0,399.66,2534693.83,57713.64,1,17,244.93,Declining,OEKO-TEX,"10,459,028,947,851,100",0.011779743449936542,0.2646279776667929
BRAND-3964,Japan,2013,C,Recycled Pol1ter,0,36.3,2660985.48,14748.44,1,4,344.08,Growing,B Corp,"-14,988,476,155,293,900",0.10016355887829287,"-1,230,151,382,303,460"
BRAND-3965,Australia,2020,D,Bamboo Fabric,0,493.81,2334763.49,51664.49,0,2,45.68,Stable,0ne,"17,052,717,316,029,000",-0.12813929529164714,0.05417522601280155
BRAND-3966,India,2013,B,Vegan Leather,0,494.51,2129932.37,69499.56,0,7,386.71,Declining,B Corp,"17,101,741,021,368,600",-0.2714880907509157,0.6746656349862195
BRAND-3967,UK,2017,B,Bamboo Fabric,0,330.09,364022.81,58777.67,1,18,78.53,Stable,OEKO-TEX,0.5586772975741373,"-15,073,403,788,017,000",0.30164607795235304
BRAND-3968,UK,2010,D,Bamboo Fabric,1,257.09,3044361.94,87480.82,1,19,294.0,Stable,Fair Trade,0.04743008474675089,0.3684653371844331,"13,002,420,622,868,800"
BRAND-3969,China,2010,D,Bamboo Fabric,0,491.21,3418774.82,83448.97,1,5,237.51,Stable,B Corp,"1,687,062,926,762,470",0.630494053096525,"11,599,721,191,120,300"
BRAND-3970,Germany,2014,A,Vegan Leather,0,197.69,4298857.39,8006.99,1,2,451.13,Declining,Fair Trade,-0.3685710719922456,"12,464,101,126,981,900","-14,646,895,740,556,500"
BRAND-3971,USA,2016,A,Organic Cotton,1,416.59,3159691.9,11869.16,0,13,354.2,Growing,GOTS,"11,644,702,278,422,000",0.44917773501912545,"-13,303,228,772,709,000"
BRAND-3972,Brazil,2023,A,Hemp,0,495.17,1607970.16,26882.94,1,12,187.34,Declining,0ne,"17,147,963,372,117,300",-0.636777574491266,-0.8079864641008456
BRAND-3973,France,2020,B,Organic Cotton,0,432.45,2860191.43,22861.19,0,11,271.14,Declining,0ne,"12,755,439,373,688,100",0.23957564128461512,-0.9479050235619996
BRAND-3974,Italy,2019,C,Bamboo Fabric,0,30.2,4703277.67,6453.84,1,3,181.29,Declining,B Corp,"-15,415,682,730,396,200","15,294,391,758,469,000","-15,187,243,874,147,900"
BRAND-3975,Brazil,2017,D,Hemp,0,319.04,4395459.92,68241.68,1,11,275.95,Stable,B Corp,0.4812898770023209,"13,140,163,256,301,800",0.6309034027303614
BRAND-3976,UK,2019,C,Recycled Pol1ter,1,132.72,190700.82,80432.56,1,17,347.72,Declining,0ne,-0.8235810914086195,"-16,286,378,578,815,600","10,550,298,074,456,700"
BRAND-3977,China,2016,C,Tencel,0,362.03,4456694.36,76723.11,0,8,88.89,Growing,0ne,0.7823654616523116,"13,568,705,716,774,800",0.9259763107357363
BRAND-3978,Germany,2010,C,Bamboo Fabric,0,474.05,4492994.47,57966.92,0,7,487.64,Stable,B Corp,"1,566,884,814,815,650","13,822,748,024,581,300",0.2734397070732257
BRAND-3979,UK,2012,C,Recycled Pol1ter,0,280.95,2802679.81,82581.25,1,13,57.25,Growing,Fair Trade,0.21453088609005838,0.19932676966827484,"11,297,837,353,448,600"
BRAND-3980,USA,2023,A,Tencel,1,93.5,2698340.39,29907.57,1,11,133.05,Declining,B Corp,"-10,982,539,090,399,900",0.12630597978088523,-0.7027581747981813
BRAND-3981,USA,2017,B,Bamboo Fabric,0,124.97,4887751.39,32932.83,1,3,134.08,Declining,B Corp,-0.8778573366060475,"16,585,410,699,140,200",-0.5975079675014943
BRAND-3982,Japan,2024,A,Hemp,0,22.52,4532448.73,87285.74,1,2,301.36,Stable,OEKO-TEX,"-15,953,542,811,836,600","14,098,864,302,553,900","12,934,551,380,425,400"
BRAND-3983,USA,2012,D,Organic Cotton,0,424.32,2250885.67,13123.78,1,5,426.53,Stable,OEKO-TEX,"12,186,064,053,100,900",-0.18684026056855124,"-12,866,740,619,364,900"
BRAND-3984,Germany,2014,C,Vegan Leather,1,131.63,3083790.49,29089.6,1,13,56.52,Growing,GOTS,-0.8312147826686449,0.3960589721223545,-0.7312157328469014
BRAND-3985,Germany,2012,A,Bamboo Fabric,1,305.99,2444686.06,45323.73,1,4,24.33,Declining,B Corp,0.38989568347632914,-0.05121119958388996,-0.1664227736363328
BRAND-3986,China,2017,B,Hemp,1,359.82,736217.82,4242.66,0,18,294.56,Declining,OEKO-TEX,0.7668879775379484,"-1,246,863,814,696,360","-1,595,652,371,578,230"
BRAND-3987,UK,2010,A,Recycled Pol1ter,1,135.32,2628168.15,37147.97,1,16,39.97,Growing,OEKO-TEX,-0.805372286568192,0.07719671318761205,-0.4508612796847258
BRAND-3988,UK,2010,D,Recycled Pol1ter,0,261.11,2784792.63,59313.84,1,16,35.79,Stable,B Corp,0.07558369838464285,0.18680862444130378,0.32029968248428237
BRAND-3989,USA,2021,A,Vegan Leather,1,177.92,4096290.65,53094.66,1,5,70.06,Growing,OEKO-TEX,-0.5070280226442653,"11,046,460,185,551,200",0.10393150777684938
BRAND-3990,India,2020,C,Bamboo Fabric,0,80.57,639890.74,89260.0,0,11,35.29,Declining,B Corp,"-1,188,807,696,188,730","-13,142,772,569,902,300","13,621,405,648,348,000"
BRAND-3991,USA,2017,A,Organic Cotton,0,121.86,3822125.86,5030.71,1,15,266.01,Stable,OEKO-TEX,-0.8996378685497897,0.9127748204488844,"-15,682,357,442,932,500"
BRAND-3992,Italy,2011,B,Bamboo Fabric,1,285.83,403044.1,99155.0,0,8,97.3,Growing,0ne,0.24870741209824526,"-14,800,317,602,735,900","17,063,922,328,569,600"
BRAND-3993,Japan,2014,B,Vegan Leather,1,119.04,1635885.88,54712.0,1,6,271.27,Growing,OEKO-TEX,-0.9193874184151763,-0.6172410663845964,0.16019952119362124
BRAND-3994,UK,2021,A,Bamboo Fabric,1,119.5,3346363.74,35349.64,1,6,110.92,Declining,OEKO-TEX,-0.916165860635716,0.5798179590737775,-0.5134260196700001
BRAND-3995,India,2018,D,Organic Cotton,0,338.55,1577226.31,84564.14,0,7,322.15,Declining,0ne,0.6179259471702977,-0.6582933181208492,"11,987,694,038,647,700"
BRAND-3996,China,2013,D,Vegan Leather,0,385.59,3269525.65,38107.4,0,11,386.16,Growing,Fair Trade,0.9473652470524927,0.5260436710315557,-0.41748226221625684
BRAND-3997,Australia,2011,D,Vegan Leather,0,261.07,4303860.21,90449.4,1,1,377.62,Stable,GOTS,0.0753035629255592,"12,499,112,809,820,900","14,035,203,459,308,700"
BRAND-3998,France,2012,C,Tencel,1,297.32,445840.02,43768.64,0,6,120.78,Stable,GOTS,0.32917632271998054,"-14,500,815,086,586,400",-0.2205250805008685
BRAND-3999,China,2023,A,Organic Cotton,1,337.06,3595065.17,87883.95,1,17,384.65,Declining,OEKO-TEX,0.6074909013194373,0.7538689061149182,"13,142,671,431,287,000"
BRAND-4000,UK,2024,B,Vegan Leather,1,403.47,370363.61,2343.65,0,13,259.2,Stable,Fair Trade,"10,725,857,972,628,100","-1,502,902,840,002,680","-16,617,198,157,511,200"
BRAND-4001,Germany,2019,D,Vegan Leather,0,121.44,2100593.06,71893.61,1,4,105.28,Stable,GOTS,-0.9025792908701663,-0.2920208825850182,0.7579557517955627
BRAND-4002,Brazil,2024,A,Hemp,0,499.76,3899782.77,31904.95,1,8,338.72,Stable,Fair Trade,"17,469,418,811,415,700",0.9671221506181908,-0.6332683924157557
BRAND-4003,Germany,2020,B,Organic Cotton,0,106.31,1964048.81,74060.08,1,16,480.32,Growing,B Corp,"-10,085,405,282,685",-0.3875798668076754,0.8333282541927297
BRAND-4004,Australia,2010,A,Bamboo Fabric,1,102.77,2455163.46,87343.1,0,4,349.64,Declining,0ne,"-10,333,325,163,973,800",-0.04387870699416568,"12,954,507,192,126,000"
BRAND-4005,Italy,2017,C,Organic Cotton,0,213.86,4058746.08,38782.43,1,12,418.7,Growing,Fair Trade,-0.2553263126577408,"10,783,708,661,977,200",-0.3939976534780054
BRAND-4006,Japan,2015,D,Tencel,1,481.88,3002520.22,91606.69,1,2,232.14,Declining,GOTS,"16,217,213,309,312,400",0.3391828718932999,"14,437,830,051,411,100"
BRAND-4007,USA,2020,C,Tencel,0,124.93,3826007.56,63298.5,1,11,155.53,Growing,0ne,-0.8781374720651309,0.9154913852918354,0.4589278635354373
BRAND-4008,Japan,2020,B,Recycled Pol1ter,0,185.21,2705779.05,40748.51,0,9,50.49,Growing,OEKO-TEX,-0.45597333522629735,0.1315118437669387,-0.32559681270337104
BRAND-4009,Australia,2018,A,Recycled Pol1ter,1,139.18,942504.97,94879.85,1,18,280.99,Stable,0ne,-0.7783392147666343,"-1,102,496,032,734,190","15,576,577,691,333,700"
BRAND-4010,Italy,2013,B,Hemp,1,365.81,2593449.6,32425.68,1,6,480.32,Growing,GOTS,0.8088382625357025,0.05289931969294993,-0.6151519526897143
BRAND-4011,France,2023,C,Bamboo Fabric,0,495.17,1832256.3,3572.2,1,2,369.96,Growing,GOTS,"17,147,963,372,117,300",-0.47981339830940034,"-16,189,779,878,836,500"
BRAND-4012,Italy,2011,C,Hemp,0,31.7,770407.73,37076.62,1,7,483.25,Declining,GOTS,"-15,310,631,933,239,900","-1,222,936,384,062,960",-0.45334357948395576
BRAND-4013,Japan,2012,A,Hemp,0,202.1,3254108.45,94204.06,0,10,335.28,Declining,OEKO-TEX,-0.3376861376282898,0.515254114008411,"1,534,146,719,640,430"
BRAND-4014,France,2022,A,Hemp,0,210.41,902691.73,48774.01,1,3,199.56,Growing,GOTS,-0.2794879960036928,"-11,303,588,887,168,700",-0.04638592218170975
BRAND-4015,China,2013,A,Tencel,0,333.75,1448830.56,1133.21,1,18,27.75,Declining,OEKO-TEX,0.5843096920802777,-0.748149664678879,"-17,038,315,882,666,000"
BRAND-4016,China,2012,A,Organic Cotton,1,243.59,1685809.03,57866.11,0,1,96.73,Declining,0ne,-0.04711563269392997,-0.5823029016270518,0.2699324801249373
BRAND-4017,India,2019,A,Organic Cotton,1,228.95,2161060.7,68410.02,0,7,193.83,Stable,OEKO-TEX,-0.14964521071849085,-0.24970327304275383,0.6367600298950763
BRAND-4018,France,2016,D,Organic Cotton,0,229.71,4128667.53,95723.21,1,3,438.26,Declining,0ne,-0.14432263699590422,"11,273,046,201,813,300","15,869,986,571,316,700"
BRAND-4019,France,2021,B,Tencel,0,127.81,2864011.97,61456.86,1,3,62.41,Declining,0ne,-0.857967719011119,0.24224940397752995,0.3948563484372737
BRAND-4020,UK,2022,B,Recycled Pol1ter,0,249.95,2777882.7,87999.73,1,1,249.31,Growing,OEKO-TEX,-0.0025740946996536643,0.1819727863020219,"13,182,951,833,635,300"
BRAND-4021,UK,2022,B,Hemp,0,441.31,2758050.93,92501.48,1,7,73.03,Stable,Fair Trade,"13,375,939,415,558,000",0.16809374125591145,"14,749,131,668,419,300"
BRAND-4022,Japan,2019,C,Tencel,1,360.75,2343635.39,10003.57,0,18,41.74,Stable,GOTS,0.7734011269616398,-0.12193039413231611,"-13,952,276,240,465,900"
BRAND-4023,Germany,2024,D,Hemp,1,366.44,393337.72,29481.04,0,8,399.54,Declining,0ne,0.8132503960162676,"-14,868,246,630,379,200",-0.7175973525608382
BRAND-4024,Japan,2021,D,Vegan Leather,0,460.0,739416.45,88366.04,1,17,223.93,Declining,GOTS,"14,684,872,348,125,700","-12,446,252,888,433,500","13,310,392,792,213,500"
BRAND-4025,UK,2023,D,Organic Cotton,1,444.74,4148304.46,26637.61,1,5,163.35,Declining,B Corp,"13,616,155,571,722,100","11,410,473,086,068,800",-0.8165216092969927
BRAND-4026,Italy,2018,A,Hemp,1,417.6,2678283.82,20373.22,1,17,484.79,Stable,Fair Trade,"11,715,436,481,840,600",0.11226961093935107,"-10,344,626,610,040,500"
BRAND-4027,Italy,2023,B,Hemp,1,195.89,3556727.38,17458.77,1,10,42.33,Growing,B Corp,-0.3811771676510031,0.7270386275074957,"-11,358,577,366,854,200"
BRAND-4028,India,2022,D,Recycled Pol1ter,0,218.3,1339658.66,80624.59,0,4,295.51,Declining,0ne,-0.2242312766994724,-0.8245524122838315,"10,617,106,207,665,600"
BRAND-4029,Japan,2012,A,Organic Cotton,1,238.93,1572634.33,3792.87,1,14,252.79,Stable,0ne,-0.07975141367715763,-0.6615069645715109,"-16,113,007,755,963,900"
BRAND-4030,Italy,2024,D,Vegan Leather,1,340.11,488295.58,13990.8,1,10,208.14,Declining,Fair Trade,0.6288512300745541,"-14,203,694,542,279,100","-12,565,100,314,960,100"
BRAND-4031,USA,2012,C,Organic Cotton,0,338.39,4419565.48,65466.54,1,4,426.04,Declining,GOTS,0.6168054053339636,"1,330,886,335,372,210",0.5343549869653273
BRAND-4032,India,2010,A,Hemp,1,422.23,197343.7,21621.54,1,10,244.03,Stable,OEKO-TEX,"12,039,693,275,729,700","-16,239,889,117,332,400",-0.9910330256098691
BRAND-4033,Germany,2017,B,Vegan Leather,1,263.09,1200766.76,31313.18,1,18,254.66,Declining,OEKO-TEX,0.0894504036092758,-0.9217543734118532,-0.6538563468963493
BRAND-4034,USA,2018,D,Vegan Leather,0,127.37,4885443.73,60745.38,1,20,474.68,Growing,0ne,-0.8610492090610375,"16,569,260,795,681,700",0.3701036271877126
BRAND-4035,USA,2011,C,Hemp,1,269.44,146585.39,84488.51,0,13,343.56,Growing,0ne,0.1339219077387815,"-16,595,115,539,862,700","11,961,382,008,680,500"
BRAND-4036,Italy,2023,B,Recycled Pol1ter,0,52.31,3990137.03,12339.17,0,11,473.92,Declining,OEKO-TEX,"-13,867,233,980,312,200","10,303,555,808,489,700","-13,139,710,100,160,100"
BRAND-4037,Japan,2013,D,Recycled Pol1ter,1,187.48,2654914.39,15190.62,1,7,350.47,Stable,OEKO-TEX,-0.44007564792330883,0.0959147736418269,"-12,147,677,337,369,000"
BRAND-4038,Italy,2021,C,Vegan Leather,1,225.35,2324475.34,50295.94,0,13,155.48,Stable,Fair Trade,-0.17485740203600575,-0.1353393433605359,0.006562732806967851
BRAND-4039,Japan,2023,D,Organic Cotton,1,134.99,3448357.31,92483.19,0,5,29.67,Growing,OEKO-TEX,-0.8076834041056308,0.6511970317659083,"14,742,768,492,059,400"
BRAND-4040,Italy,2024,C,Recycled Pol1ter,1,32.34,3451259.67,93074.92,1,5,185.08,Stable,GOTS,"-15,265,810,259,786,600",0.6532282163339033,"14,948,634,120,678,600"
BRAND-4041,USA,2014,C,Hemp,0,86.92,4172175.45,43996.85,1,10,49.52,Stable,Fair Trade,"-11,443,361,920,592,200","11,577,531,571,269,700",-0.21258554809466973
